,Constituency_No,Party,Vote_Share_2016,Vote_Share_2021,Incumbent_2016,Incumbent_2021,Turncoat_2016,Turncoat_2021,Recontest_2016,Recontest_2021,Winner_2016,Winner_2021
1274,11,IND,0.035054449329080827,0.042239890497094,False,False,False,False,False,True,False,False
1275,11,IND,0.035054449329080827,0.03582370459880124,False,False,False,False,False,False,False,False
1276,11,IND,0.035054449329080827,0.029407518700508485,False,False,False,False,False,False,False,False
1277,11,IND,0.035054449329080827,0.02566474359317104,False,False,False,False,False,False,False,False
1278,11,IND,0.035054449329080827,0.02566474359317104,False,False,False,False,False,False,False,False
1279,11,IND,0.035054449329080827,0.025130061434979974,False,False,False,False,False,False,False,False
1280,11,IND,0.035054449329080827,0.023526014960406787,False,False,False,False,False,False,False,False
1281,11,IND,0.035054449329080827,0.023526014960406787,False,False,False,False,False,False,False,False
1282,11,IND,0.035054449329080827,0.02085260416945147,False,False,False,False,False,False,False,False
1283,11,IND,0.035054449329080827,0.020317922011260404,False,False,False,False,False,True,False,False
1284,11,IND,0.035054449329080827,0.019783239853069342,False,False,False,False,False,False,False,False
1285,11,IND,0.035054449329080827,0.019783239853069342,False,False,False,False,False,False,False,False
1286,11,IND,0.035054449329080827,0.01443641827115871,False,False,False,False,False,False,False,False
1287,11,IND,0.035054449329080827,0.013901736112967647,False,False,False,False,False,False,False,False
1288,11,IND,0.035054449329080827,0.011763007480203393,False,False,False,False,False,False,False,False
1289,11,IND,0.03275579691405913,0.2978179621124223,False,False,False,False,False,False,False,False
1290,11,IND,0.03275579691405913,0.12885840012404626,False,False,False,False,False,False,False,False
1291,11,IND,0.03275579691405913,0.11869943911841606,False,False,False,False,False,False,False,False
1292,11,IND,0.03275579691405913,0.05934971955920803,False,False,False,False,False,False,False,False
1293,11,IND,0.03275579691405913,0.049190758553577824,False,False,False,False,False,False,False,False
1294,11,IND,0.03275579691405913,0.042239890497094,False,False,False,False,False,True,False,False
1295,11,IND,0.03275579691405913,0.03582370459880124,False,False,False,False,False,False,False,False
1296,11,IND,0.03275579691405913,0.029407518700508485,False,False,False,False,False,False,False,False
1297,11,IND,0.03275579691405913,0.02566474359317104,False,False,False,False,False,False,False,False
1298,11,IND,0.03275579691405913,0.02566474359317104,False,False,False,False,False,False,False,False
1299,11,IND,0.03275579691405913,0.025130061434979974,False,False,False,False,False,False,False,False
1300,11,IND,0.03275579691405913,0.023526014960406787,False,False,False,False,False,False,False,False
1301,11,IND,0.03275579691405913,0.023526014960406787,False,False,False,False,False,False,False,False
1302,11,IND,0.03275579691405913,0.02085260416945147,False,False,False,False,False,False,False,False
1303,11,IND,0.03275579691405913,0.020317922011260404,False,False,False,False,False,True,False,False
1304,11,IND,0.03275579691405913,0.019783239853069342,False,False,False,False,False,False,False,False
1305,11,IND,0.03275579691405913,0.019783239853069342,False,False,False,False,False,False,False,False
1306,11,IND,0.03275579691405913,0.01443641827115871,False,False,False,False,False,False,False,False
1307,11,IND,0.03275579691405913,0.013901736112967647,False,False,False,False,False,False,False,False
1308,11,IND,0.03275579691405913,0.011763007480203393,False,False,False,False,False,False,False,False
1309,11,IND,0.03275579691405913,0.2978179621124223,False,False,False,False,True,False,False,False
1310,11,IND,0.03275579691405913,0.12885840012404626,False,False,False,False,True,False,False,False
1311,11,IND,0.03275579691405913,0.11869943911841606,False,False,False,False,True,False,False,False
1312,11,IND,0.03275579691405913,0.05934971955920803,False,False,False,False,True,False,False,False
1313,11,IND,0.03275579691405913,0.049190758553577824,False,False,False,False,True,False,False,False
1314,11,IND,0.03275579691405913,0.042239890497094,False,False,False,False,True,True,False,False
1315,11,IND,0.03275579691405913,0.03582370459880124,False,False,False,False,True,False,False,False
1316,11,IND,0.03275579691405913,0.029407518700508485,False,False,False,False,True,False,False,False
1317,11,IND,0.03275579691405913,0.02566474359317104,False,False,False,False,True,False,False,False
1318,11,IND,0.03275579691405913,0.02566474359317104,False,False,False,False,True,False,False,False
1319,11,IND,0.03275579691405913,0.025130061434979974,False,False,False,False,True,False,False,False
1320,11,IND,0.03275579691405913,0.023526014960406787,False,False,False,False,True,False,False,False
1321,11,IND,0.03275579691405913,0.023526014960406787,False,False,False,False,True,False,False,False
1322,11,IND,0.03275579691405913,0.02085260416945147,False,False,False,False,True,False,False,False
1323,11,IND,0.03275579691405913,0.020317922011260404,False,False,False,False,True,True,False,False
1324,11,IND,0.03275579691405913,0.019783239853069342,False,False,False,False,True,False,False,False
1325,11,IND,0.03275579691405913,0.019783239853069342,False,False,False,False,True,False,False,False
1326,11,IND,0.03275579691405913,0.01443641827115871,False,False,False,False,True,False,False,False
1327,11,IND,0.03275579691405913,0.013901736112967647,False,False,False,False,True,False,False,False
1328,11,IND,0.03275579691405913,0.011763007480203393,False,False,False,False,True,False,False,False
1329,11,IND,0.027583828980260322,0.2978179621124223,False,False,False,False,False,False,False,False
1330,11,IND,0.027583828980260322,0.12885840012404626,False,False,False,False,False,False,False,False
1331,11,IND,0.027583828980260322,0.11869943911841606,False,False,False,False,False,False,False,False
1332,11,IND,0.027583828980260322,0.05934971955920803,False,False,False,False,False,False,False,False
1333,11,IND,0.027583828980260322,0.049190758553577824,False,False,False,False,False,False,False,False
1334,11,IND,0.027583828980260322,0.042239890497094,False,False,False,False,False,True,False,False
1335,11,IND,0.027583828980260322,0.03582370459880124,False,False,False,False,False,False,False,False
1336,11,IND,0.027583828980260322,0.029407518700508485,False,False,False,False,False,False,False,False
1337,11,IND,0.027583828980260322,0.02566474359317104,False,False,False,False,False,False,False,False
1338,11,IND,0.027583828980260322,0.02566474359317104,False,False,False,False,False,False,False,False
1339,11,IND,0.027583828980260322,0.025130061434979974,False,False,False,False,False,False,False,False
1340,11,IND,0.027583828980260322,0.023526014960406787,False,False,False,False,False,False,False,False
1341,11,IND,0.027583828980260322,0.023526014960406787,False,False,False,False,False,False,False,False
1342,11,IND,0.027583828980260322,0.02085260416945147,False,False,False,False,False,False,False,False
1343,11,IND,0.027583828980260322,0.020317922011260404,False,False,False,False,False,True,False,False
1344,11,IND,0.027583828980260322,0.019783239853069342,False,False,False,False,False,False,False,False
1345,11,IND,0.027583828980260322,0.019783239853069342,False,False,False,False,False,False,False,False
1346,11,IND,0.027583828980260322,0.01443641827115871,False,False,False,False,False,False,False,False
1347,11,IND,0.027583828980260322,0.013901736112967647,False,False,False,False,False,False,False,False
1348,11,IND,0.027583828980260322,0.011763007480203393,False,False,False,False,False,False,False,False
1349,11,IND,0.027583828980260322,0.2978179621124223,False,False,False,False,False,False,False,False
1350,11,IND,0.027583828980260322,0.12885840012404626,False,False,False,False,False,False,False,False
1351,11,IND,0.027583828980260322,0.11869943911841606,False,False,False,False,False,False,False,False
1352,11,IND,0.027583828980260322,0.05934971955920803,False,False,False,False,False,False,False,False
1353,11,IND,0.027583828980260322,0.049190758553577824,False,False,False,False,False,False,False,False
1354,11,IND,0.027583828980260322,0.042239890497094,False,False,False,False,False,True,False,False
1355,11,IND,0.027583828980260322,0.03582370459880124,False,False,False,False,False,False,False,False
1356,11,IND,0.027583828980260322,0.029407518700508485,False,False,False,False,False,False,False,False
1357,11,IND,0.027583828980260322,0.02566474359317104,False,False,False,False,False,False,False,False
1358,11,IND,0.027583828980260322,0.02566474359317104,False,False,False,False,False,False,False,False
1359,11,IND,0.027583828980260322,0.025130061434979974,False,False,False,False,False,False,False,False
1360,11,IND,0.027583828980260322,0.023526014960406787,False,False,False,False,False,False,False,False
1361,11,IND,0.027583828980260322,0.023526014960406787,False,False,False,False,False,False,False,False
1362,11,IND,0.027583828980260322,0.02085260416945147,False,False,False,False,False,False,False,False
1363,11,IND,0.027583828980260322,0.020317922011260404,False,False,False,False,False,True,False,False
1364,11,IND,0.027583828980260322,0.019783239853069342,False,False,False,False,False,False,False,False
1365,11,IND,0.027583828980260322,0.019783239853069342,False,False,False,False,False,False,False,False
1366,11,IND,0.027583828980260322,0.01443641827115871,False,False,False,False,False,False,False,False
1367,11,IND,0.027583828980260322,0.013901736112967647,False,False,False,False,False,False,False,False
1368,11,IND,0.027583828980260322,0.011763007480203393,False,False,False,False,False,False,False,False
1369,11,IND,0.021262534838950665,0.2978179621124223,False,False,False,False,False,False,False,False
1370,11,IND,0.021262534838950665,0.12885840012404626,False,False,False,False,False,False,False,False
1371,11,IND,0.021262534838950665,0.11869943911841606,False,False,False,False,False,False,False,False
1372,11,IND,0.021262534838950665,0.05934971955920803,False,False,False,False,False,False,False,False
1373,11,IND,0.021262534838950665,0.049190758553577824,False,False,False,False,False,False,False,False
1374,11,IND,0.021262534838950665,0.042239890497094,False,False,False,False,False,True,False,False
1375,11,IND,0.021262534838950665,0.03582370459880124,False,False,False,False,False,False,False,False
1376,11,IND,0.021262534838950665,0.029407518700508485,False,False,False,False,False,False,False,False
1377,11,IND,0.021262534838950665,0.02566474359317104,False,False,False,False,False,False,False,False
1378,11,IND,0.021262534838950665,0.02566474359317104,False,False,False,False,False,False,False,False
1379,11,IND,0.021262534838950665,0.025130061434979974,False,False,False,False,False,False,False,False
1380,11,IND,0.021262534838950665,0.023526014960406787,False,False,False,False,False,False,False,False
1381,11,IND,0.021262534838950665,0.023526014960406787,False,False,False,False,False,False,False,False
1382,11,IND,0.021262534838950665,0.02085260416945147,False,False,False,False,False,False,False,False
1383,11,IND,0.021262534838950665,0.020317922011260404,False,False,False,False,False,True,False,False
1384,11,IND,0.021262534838950665,0.019783239853069342,False,False,False,False,False,False,False,False
1385,11,IND,0.021262534838950665,0.019783239853069342,False,False,False,False,False,False,False,False
1386,11,IND,0.021262534838950665,0.01443641827115871,False,False,False,False,False,False,False,False
1387,11,IND,0.021262534838950665,0.013901736112967647,False,False,False,False,False,False,False,False
1388,11,IND,0.021262534838950665,0.011763007480203393,False,False,False,False,False,False,False,False
1389,11,IND,0.020113208631439818,0.2978179621124223,False,False,False,False,False,False,False,False
1390,11,IND,0.020113208631439818,0.12885840012404626,False,False,False,False,False,False,False,False
1391,11,IND,0.020113208631439818,0.11869943911841606,False,False,False,False,False,False,False,False
1392,11,IND,0.020113208631439818,0.05934971955920803,False,False,False,False,False,False,False,False
1393,11,IND,0.020113208631439818,0.049190758553577824,False,False,False,False,False,False,False,False
1394,11,IND,0.020113208631439818,0.042239890497094,False,False,False,False,False,True,False,False
1395,11,IND,0.020113208631439818,0.03582370459880124,False,False,False,False,False,False,False,False
1396,11,IND,0.020113208631439818,0.029407518700508485,False,False,False,False,False,False,False,False
1397,11,IND,0.020113208631439818,0.02566474359317104,False,False,False,False,False,False,False,False
1398,11,IND,0.020113208631439818,0.02566474359317104,False,False,False,False,False,False,False,False
1399,11,IND,0.020113208631439818,0.025130061434979974,False,False,False,False,False,False,False,False
1400,11,IND,0.020113208631439818,0.023526014960406787,False,False,False,False,False,False,False,False
1401,11,IND,0.020113208631439818,0.023526014960406787,False,False,False,False,False,False,False,False
1402,11,IND,0.020113208631439818,0.02085260416945147,False,False,False,False,False,False,False,False
1403,11,IND,0.020113208631439818,0.020317922011260404,False,False,False,False,False,True,False,False
1404,11,IND,0.020113208631439818,0.019783239853069342,False,False,False,False,False,False,False,False
1405,11,IND,0.020113208631439818,0.019783239853069342,False,False,False,False,False,False,False,False
1406,11,IND,0.020113208631439818,0.01443641827115871,False,False,False,False,False,False,False,False
1407,11,IND,0.020113208631439818,0.013901736112967647,False,False,False,False,False,False,False,False
1408,11,IND,0.020113208631439818,0.011763007480203393,False,False,False,False,False,False,False,False
1409,11,IND,0.020113208631439818,0.2978179621124223,False,False,False,False,False,False,False,False
1410,11,IND,0.020113208631439818,0.12885840012404626,False,False,False,False,False,False,False,False
1411,11,IND,0.020113208631439818,0.11869943911841606,False,False,False,False,False,False,False,False
1412,11,IND,0.020113208631439818,0.05934971955920803,False,False,False,False,False,False,False,False
1413,11,IND,0.020113208631439818,0.049190758553577824,False,False,False,False,False,False,False,False
1414,11,IND,0.020113208631439818,0.042239890497094,False,False,False,False,False,True,False,False
1415,11,IND,0.020113208631439818,0.03582370459880124,False,False,False,False,False,False,False,False
1416,11,IND,0.020113208631439818,0.029407518700508485,False,False,False,False,False,False,False,False
1417,11,IND,0.020113208631439818,0.02566474359317104,False,False,False,False,False,False,False,False
1418,11,IND,0.020113208631439818,0.02566474359317104,False,False,False,False,False,False,False,False
1419,11,IND,0.020113208631439818,0.025130061434979974,False,False,False,False,False,False,False,False
1420,11,IND,0.020113208631439818,0.023526014960406787,False,False,False,False,False,False,False,False
1421,11,IND,0.020113208631439818,0.023526014960406787,False,False,False,False,False,False,False,False
1422,11,IND,0.020113208631439818,0.02085260416945147,False,False,False,False,False,False,False,False
1423,11,IND,0.020113208631439818,0.020317922011260404,False,False,False,False,False,True,False,False
1424,11,IND,0.020113208631439818,0.019783239853069342,False,False,False,False,False,False,False,False
1425,11,IND,0.020113208631439818,0.019783239853069342,False,False,False,False,False,False,False,False
1426,11,IND,0.020113208631439818,0.01443641827115871,False,False,False,False,False,False,False,False
1427,11,IND,0.020113208631439818,0.013901736112967647,False,False,False,False,False,False,False,False
1428,11,IND,0.020113208631439818,0.011763007480203393,False,False,False,False,False,False,False,False
1429,11,IND,0.017814556216418125,0.2978179621124223,False,False,False,False,False,False,False,False
1430,11,IND,0.017814556216418125,0.12885840012404626,False,False,False,False,False,False,False,False
1431,11,IND,0.017814556216418125,0.11869943911841606,False,False,False,False,False,False,False,False
1432,11,IND,0.017814556216418125,0.05934971955920803,False,False,False,False,False,False,False,False
1433,11,IND,0.017814556216418125,0.049190758553577824,False,False,False,False,False,False,False,False
1434,11,IND,0.017814556216418125,0.042239890497094,False,False,False,False,False,True,False,False
1435,11,IND,0.017814556216418125,0.03582370459880124,False,False,False,False,False,False,False,False
1436,11,IND,0.017814556216418125,0.029407518700508485,False,False,False,False,False,False,False,False
1437,11,IND,0.017814556216418125,0.02566474359317104,False,False,False,False,False,False,False,False
1438,11,IND,0.017814556216418125,0.02566474359317104,False,False,False,False,False,False,False,False
1439,11,IND,0.017814556216418125,0.025130061434979974,False,False,False,False,False,False,False,False
1440,11,IND,0.017814556216418125,0.023526014960406787,False,False,False,False,False,False,False,False
1441,11,IND,0.017814556216418125,0.023526014960406787,False,False,False,False,False,False,False,False
1442,11,IND,0.017814556216418125,0.02085260416945147,False,False,False,False,False,False,False,False
1443,11,IND,0.017814556216418125,0.020317922011260404,False,False,False,False,False,True,False,False
1444,11,IND,0.017814556216418125,0.019783239853069342,False,False,False,False,False,False,False,False
1445,11,IND,0.017814556216418125,0.019783239853069342,False,False,False,False,False,False,False,False
1446,11,IND,0.017814556216418125,0.01443641827115871,False,False,False,False,False,False,False,False
1447,11,IND,0.017814556216418125,0.013901736112967647,False,False,False,False,False,False,False,False
1448,11,IND,0.017814556216418125,0.011763007480203393,False,False,False,False,False,False,False,False
1449,11,IND,0.016665230008907277,0.2978179621124223,False,False,False,False,False,False,False,False
1450,11,IND,0.016665230008907277,0.12885840012404626,False,False,False,False,False,False,False,False
1451,11,IND,0.016665230008907277,0.11869943911841606,False,False,False,False,False,False,False,False
1452,11,IND,0.016665230008907277,0.05934971955920803,False,False,False,False,False,False,False,False
1453,11,IND,0.016665230008907277,0.049190758553577824,False,False,False,False,False,False,False,False
1454,11,IND,0.016665230008907277,0.042239890497094,False,False,False,False,False,True,False,False
1455,11,IND,0.016665230008907277,0.03582370459880124,False,False,False,False,False,False,False,False
1456,11,IND,0.016665230008907277,0.029407518700508485,False,False,False,False,False,False,False,False
1457,11,IND,0.016665230008907277,0.02566474359317104,False,False,False,False,False,False,False,False
1458,11,IND,0.016665230008907277,0.02566474359317104,False,False,False,False,False,False,False,False
1459,11,IND,0.016665230008907277,0.025130061434979974,False,False,False,False,False,False,False,False
1460,11,IND,0.016665230008907277,0.023526014960406787,False,False,False,False,False,False,False,False
1461,11,IND,0.016665230008907277,0.023526014960406787,False,False,False,False,False,False,False,False
1462,11,IND,0.016665230008907277,0.02085260416945147,False,False,False,False,False,False,False,False
1463,11,IND,0.016665230008907277,0.020317922011260404,False,False,False,False,False,True,False,False
1464,11,IND,0.016665230008907277,0.019783239853069342,False,False,False,False,False,False,False,False
1465,11,IND,0.016665230008907277,0.019783239853069342,False,False,False,False,False,False,False,False
1466,11,IND,0.016665230008907277,0.01443641827115871,False,False,False,False,False,False,False,False
1467,11,IND,0.016665230008907277,0.013901736112967647,False,False,False,False,False,False,False,False
1468,11,IND,0.016665230008907277,0.011763007480203393,False,False,False,False,False,False,False,False
1469,11,IND,0.016090566905151853,0.2978179621124223,False,False,False,False,False,False,False,False
1470,11,IND,0.016090566905151853,0.12885840012404626,False,False,False,False,False,False,False,False
1471,11,IND,0.016090566905151853,0.11869943911841606,False,False,False,False,False,False,False,False
1472,11,IND,0.016090566905151853,0.05934971955920803,False,False,False,False,False,False,False,False
1473,11,IND,0.016090566905151853,0.049190758553577824,False,False,False,False,False,False,False,False
1474,11,IND,0.016090566905151853,0.042239890497094,False,False,False,False,False,True,False,False
1475,11,IND,0.016090566905151853,0.03582370459880124,False,False,False,False,False,False,False,False
1476,11,IND,0.016090566905151853,0.029407518700508485,False,False,False,False,False,False,False,False
1477,11,IND,0.016090566905151853,0.02566474359317104,False,False,False,False,False,False,False,False
1478,11,IND,0.016090566905151853,0.02566474359317104,False,False,False,False,False,False,False,False
1479,11,IND,0.016090566905151853,0.025130061434979974,False,False,False,False,False,False,False,False
1480,11,IND,0.016090566905151853,0.023526014960406787,False,False,False,False,False,False,False,False
1481,11,IND,0.016090566905151853,0.023526014960406787,False,False,False,False,False,False,False,False
1482,11,IND,0.016090566905151853,0.02085260416945147,False,False,False,False,False,False,False,False
1483,11,IND,0.016090566905151853,0.020317922011260404,False,False,False,False,False,True,False,False
1484,11,IND,0.016090566905151853,0.019783239853069342,False,False,False,False,False,False,False,False
1485,11,IND,0.016090566905151853,0.019783239853069342,False,False,False,False,False,False,False,False
1486,11,IND,0.016090566905151853,0.01443641827115871,False,False,False,False,False,False,False,False
1487,11,IND,0.016090566905151853,0.013901736112967647,False,False,False,False,False,False,False,False
1488,11,IND,0.016090566905151853,0.011763007480203393,False,False,False,False,False,False,False,False
1489,11,IND,0.011493262075108469,0.2978179621124223,False,False,False,False,False,False,False,False
1490,11,IND,0.011493262075108469,0.12885840012404626,False,False,False,False,False,False,False,False
1491,11,IND,0.011493262075108469,0.11869943911841606,False,False,False,False,False,False,False,False
1492,11,IND,0.011493262075108469,0.05934971955920803,False,False,False,False,False,False,False,False
1493,11,IND,0.011493262075108469,0.049190758553577824,False,False,False,False,False,False,False,False
1494,11,IND,0.011493262075108469,0.042239890497094,False,False,False,False,False,True,False,False
1495,11,IND,0.011493262075108469,0.03582370459880124,False,False,False,False,False,False,False,False
1496,11,IND,0.011493262075108469,0.029407518700508485,False,False,False,False,False,False,False,False
1497,11,IND,0.011493262075108469,0.02566474359317104,False,False,False,False,False,False,False,False
1498,11,IND,0.011493262075108469,0.02566474359317104,False,False,False,False,False,False,False,False
1499,11,IND,0.011493262075108469,0.025130061434979974,False,False,False,False,False,False,False,False
1500,11,IND,0.011493262075108469,0.023526014960406787,False,False,False,False,False,False,False,False
1501,11,IND,0.011493262075108469,0.023526014960406787,False,False,False,False,False,False,False,False
1502,11,IND,0.011493262075108469,0.02085260416945147,False,False,False,False,False,False,False,False
1503,11,IND,0.011493262075108469,0.020317922011260404,False,False,False,False,False,True,False,False
1504,11,IND,0.011493262075108469,0.019783239853069342,False,False,False,False,False,False,False,False
1505,11,IND,0.011493262075108469,0.019783239853069342,False,False,False,False,False,False,False,False
1506,11,IND,0.011493262075108469,0.01443641827115871,False,False,False,False,False,False,False,False
1507,11,IND,0.011493262075108469,0.013901736112967647,False,False,False,False,False,False,False,False
1508,11,IND,0.011493262075108469,0.011763007480203393,False,False,False,False,False,False,False,False
1509,11,SHS,0.0930954228083786,0.018179193378496154,False,False,False,False,False,True,False,False
1510,11,SUCI,0.07585552969571589,0.11495666401107861,False,False,False,False,False,False,False,False
1511,11,RPI(A),0.07183288796942792,0.06148844819197228,False,False,False,False,False,False,False,False
1512,11,PPIS,0.039077091055368794,0.0,False,0,True,0,True,0,False,0
1513,11,AUK,0.03160647070654828,0.0,False,0,False,0,True,0,False,0
1514,11,JJ,0.029882481395282018,0.0,False,0,False,0,False,0,False,0
1515,11,MKAT,0.024135850357727782,0.0,False,0,False,0,False,0,False,0
1516,11,VTIP,0.024135850357727782,0.0,False,0,False,0,False,0,False,0
1517,12,ADMK,42.38582581181995,25.096937426080533,False,False,False,True,False,False,True,False
1518,12,DMK,42.11075836994716,52.53185086856932,False,True,False,False,True,True,False,True
1519,12,CPM,5.448879325422274,0.0,True,0,False,0,True,0,False,0
1520,12,BJP,2.4284374155320356,0.0,False,0,False,0,False,0,False,0
1521,12,PMK,1.9530318368039177,0.0,False,0,False,0,False,0,False,0
1522,12,NTK,1.7150640499043361,9.891360217978212,False,False,False,False,False,True,False,False
1523,12,NOTA,1.6784943900021732,0.756037068272892,0,0,0,0,0,0,False,False
1524,12,YSP,0.2051080924947398,0.0,False,0,False,0,False,0,False,0
1525,12,BSP,0.19238821078963964,0.25700269977593354,False,False,False,False,False,False,False,False
1526,12,IND,0.1690684276636227,0.08683198011847075,False,False,False,False,False,False,False,False
1527,12,IND,0.1690684276636227,0.08583391138147685,False,False,False,False,False,False,False,False
1528,12,IND,0.1690684276636227,0.08283970517049509,False,False,False,False,False,False,False,False
1529,12,IND,0.1690684276636227,0.08134260206500421,False,False,False,False,False,False,False,False
1530,12,IND,0.1690684276636227,0.055891849271659334,False,False,False,False,False,True,False,False
1531,12,IND,0.1690684276636227,0.05289764306067758,False,False,False,False,False,False,False,False
1532,12,IND,0.1690684276636227,0.044913093164726255,False,False,False,False,False,False,False,False
1533,12,IND,0.1690684276636227,0.043415990059235375,False,False,False,False,False,False,False,False
1534,12,IND,0.1690684276636227,0.032437233952302295,False,False,False,False,False,False,False,False
1535,12,IND,0.1690684276636227,0.0299420621098175,False,False,False,False,False,False,False,False
1536,12,IND,0.1690684276636227,0.023953649687854,False,False,False,False,False,True,False,False
1537,12,IND,0.1690684276636227,0.022955580950860085,False,False,False,False,False,False,False,False
1538,12,IND,0.1690684276636227,0.022456546582363127,False,False,False,False,False,False,False,False
1539,12,IND,0.1690684276636227,0.019961374739878336,False,False,False,False,False,False,False,False
1540,12,IND,0.16111850159793514,0.08683198011847075,False,False,False,False,False,False,False,False
1541,12,IND,0.16111850159793514,0.08583391138147685,False,False,False,False,False,False,False,False
1542,12,IND,0.16111850159793514,0.08283970517049509,False,False,False,False,False,False,False,False
1543,12,IND,0.16111850159793514,0.08134260206500421,False,False,False,False,False,False,False,False
1544,12,IND,0.16111850159793514,0.055891849271659334,False,False,False,False,False,True,False,False
1545,12,IND,0.16111850159793514,0.05289764306067758,False,False,False,False,False,False,False,False
1546,12,IND,0.16111850159793514,0.044913093164726255,False,False,False,False,False,False,False,False
1547,12,IND,0.16111850159793514,0.043415990059235375,False,False,False,False,False,False,False,False
1548,12,IND,0.16111850159793514,0.032437233952302295,False,False,False,False,False,False,False,False
1549,12,IND,0.16111850159793514,0.0299420621098175,False,False,False,False,False,False,False,False
1550,12,IND,0.16111850159793514,0.023953649687854,False,False,False,False,False,True,False,False
1551,12,IND,0.16111850159793514,0.022955580950860085,False,False,False,False,False,False,False,False
1552,12,IND,0.16111850159793514,0.022456546582363127,False,False,False,False,False,False,False,False
1553,12,IND,0.16111850159793514,0.019961374739878336,False,False,False,False,False,False,False,False
1554,12,IND,0.13196877269041396,0.08683198011847075,False,False,False,False,False,False,False,False
1555,12,IND,0.13196877269041396,0.08583391138147685,False,False,False,False,False,False,False,False
1556,12,IND,0.13196877269041396,0.08283970517049509,False,False,False,False,False,False,False,False
1557,12,IND,0.13196877269041396,0.08134260206500421,False,False,False,False,False,False,False,False
1558,12,IND,0.13196877269041396,0.055891849271659334,False,False,False,False,False,True,False,False
1559,12,IND,0.13196877269041396,0.05289764306067758,False,False,False,False,False,False,False,False
1560,12,IND,0.13196877269041396,0.044913093164726255,False,False,False,False,False,False,False,False
1561,12,IND,0.13196877269041396,0.043415990059235375,False,False,False,False,False,False,False,False
1562,12,IND,0.13196877269041396,0.032437233952302295,False,False,False,False,False,False,False,False
1563,12,IND,0.13196877269041396,0.0299420621098175,False,False,False,False,False,False,False,False
1564,12,IND,0.13196877269041396,0.023953649687854,False,False,False,False,False,True,False,False
1565,12,IND,0.13196877269041396,0.022955580950860085,False,False,False,False,False,False,False,False
1566,12,IND,0.13196877269041396,0.022456546582363127,False,False,False,False,False,False,False,False
1567,12,IND,0.13196877269041396,0.019961374739878336,False,False,False,False,False,False,False,False
1568,12,IND,0.13143877761936815,0.08683198011847075,False,False,False,False,False,False,False,False
1569,12,IND,0.13143877761936815,0.08583391138147685,False,False,False,False,False,False,False,False
1570,12,IND,0.13143877761936815,0.08283970517049509,False,False,False,False,False,False,False,False
1571,12,IND,0.13143877761936815,0.08134260206500421,False,False,False,False,False,False,False,False
1572,12,IND,0.13143877761936815,0.055891849271659334,False,False,False,False,False,True,False,False
1573,12,IND,0.13143877761936815,0.05289764306067758,False,False,False,False,False,False,False,False
1574,12,IND,0.13143877761936815,0.044913093164726255,False,False,False,False,False,False,False,False
1575,12,IND,0.13143877761936815,0.043415990059235375,False,False,False,False,False,False,False,False
1576,12,IND,0.13143877761936815,0.032437233952302295,False,False,False,False,False,False,False,False
1577,12,IND,0.13143877761936815,0.0299420621098175,False,False,False,False,False,False,False,False
1578,12,IND,0.13143877761936815,0.023953649687854,False,False,False,False,False,True,False,False
1579,12,IND,0.13143877761936815,0.022955580950860085,False,False,False,False,False,False,False,False
1580,12,IND,0.13143877761936815,0.022456546582363127,False,False,False,False,False,False,False,False
1581,12,IND,0.13143877761936815,0.019961374739878336,False,False,False,False,False,False,False,False
1582,12,IND,0.11394894027485544,0.08683198011847075,False,False,False,False,False,False,False,False
1583,12,IND,0.11394894027485544,0.08583391138147685,False,False,False,False,False,False,False,False
1584,12,IND,0.11394894027485544,0.08283970517049509,False,False,False,False,False,False,False,False
1585,12,IND,0.11394894027485544,0.08134260206500421,False,False,False,False,False,False,False,False
1586,12,IND,0.11394894027485544,0.055891849271659334,False,False,False,False,False,True,False,False
1587,12,IND,0.11394894027485544,0.05289764306067758,False,False,False,False,False,False,False,False
1588,12,IND,0.11394894027485544,0.044913093164726255,False,False,False,False,False,False,False,False
1589,12,IND,0.11394894027485544,0.043415990059235375,False,False,False,False,False,False,False,False
1590,12,IND,0.11394894027485544,0.032437233952302295,False,False,False,False,False,False,False,False
1591,12,IND,0.11394894027485544,0.0299420621098175,False,False,False,False,False,False,False,False
1592,12,IND,0.11394894027485544,0.023953649687854,False,False,False,False,False,True,False,False
1593,12,IND,0.11394894027485544,0.022955580950860085,False,False,False,False,False,False,False,False
1594,12,IND,0.11394894027485544,0.022456546582363127,False,False,False,False,False,False,False,False
1595,12,IND,0.11394894027485544,0.019961374739878336,False,False,False,False,False,False,False,False
1596,12,IND,0.11235895506171792,0.08683198011847075,False,False,False,False,False,False,False,False
1597,12,IND,0.11235895506171792,0.08583391138147685,False,False,False,False,False,False,False,False
1598,12,IND,0.11235895506171792,0.08283970517049509,False,False,False,False,False,False,False,False
1599,12,IND,0.11235895506171792,0.08134260206500421,False,False,False,False,False,False,False,False
1600,12,IND,0.11235895506171792,0.055891849271659334,False,False,False,False,False,True,False,False
1601,12,IND,0.11235895506171792,0.05289764306067758,False,False,False,False,False,False,False,False
1602,12,IND,0.11235895506171792,0.044913093164726255,False,False,False,False,False,False,False,False
1603,12,IND,0.11235895506171792,0.043415990059235375,False,False,False,False,False,False,False,False
1604,12,IND,0.11235895506171792,0.032437233952302295,False,False,False,False,False,False,False,False
1605,12,IND,0.11235895506171792,0.0299420621098175,False,False,False,False,False,False,False,False
