,Constituency_No,Party,Vote_Share_2016,Vote_Share_2021,Incumbent_2016,Incumbent_2021,Turncoat_2016,Turncoat_2021,Recontest_2016,Recontest_2021,Winner_2016,Winner_2021
77,3,IND,0.3934193310522506,0.15733544260265492,False,False,False,False,False,False,False,False
78,3,IND,0.3934193310522506,0.07823784304285027,False,False,False,False,False,False,False,False
79,3,IND,0.3934193310522506,0.06319210399614829,False,False,False,False,False,False,False,False
80,3,IND,0.3934193310522506,0.025792695508631957,False,False,False,False,False,False,False,False
81,3,IND,0.3934193310522506,0.019774399889951166,False,False,False,False,False,False,False,False
82,3,IND,0.3363173252880954,0.3821617717862302,False,False,False,False,False,False,False,False
83,3,IND,0.3363173252880954,0.33014650251048905,False,False,False,False,False,False,False,False
84,3,IND,0.3363173252880954,0.15733544260265492,False,False,False,False,False,False,False,False
85,3,IND,0.3363173252880954,0.07823784304285027,False,False,False,False,False,False,False,False
86,3,IND,0.3363173252880954,0.06319210399614829,False,False,False,False,False,False,False,False
87,3,IND,0.3363173252880954,0.025792695508631957,False,False,False,False,False,False,False,False
88,3,IND,0.3363173252880954,0.019774399889951166,False,False,False,False,False,False,False,False
89,3,IND,0.32507677297231674,0.3821617717862302,False,False,False,False,False,False,False,False
90,3,IND,0.32507677297231674,0.33014650251048905,False,False,False,False,False,False,False,False
91,3,IND,0.32507677297231674,0.15733544260265492,False,False,False,False,False,False,False,False
92,3,IND,0.32507677297231674,0.07823784304285027,False,False,False,False,False,False,False,False
93,3,IND,0.32507677297231674,0.06319210399614829,False,False,False,False,False,False,False,False
94,3,IND,0.32507677297231674,0.025792695508631957,False,False,False,False,False,False,False,False
95,3,IND,0.32507677297231674,0.019774399889951166,False,False,False,False,False,False,False,False
96,3,IND,0.2891070055618253,0.3821617717862302,False,False,False,False,False,False,False,False
97,3,IND,0.2891070055618253,0.33014650251048905,False,False,False,False,False,False,False,False
98,3,IND,0.2891070055618253,0.15733544260265492,False,False,False,False,False,False,False,False
99,3,IND,0.2891070055618253,0.07823784304285027,False,False,False,False,False,False,False,False
100,3,IND,0.2891070055618253,0.06319210399614829,False,False,False,False,False,False,False,False
101,3,IND,0.2891070055618253,0.025792695508631957,False,False,False,False,False,False,False,False
102,3,IND,0.2891070055618253,0.019774399889951166,False,False,False,False,False,False,False,False
